,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
9378,17253628,gift,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,100.022,100.852,s,Eng-NA,21,330,22782,22782,43667
9379,17253629,same,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,244.412,245.561,s,Eng-NA,21,330,22782,22782,43657
9380,17253630,color,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,126.387,127.029,s,Eng-NA,21,330,22782,22782,43672
9381,17253631,desert,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,99.895,101.021,s,Eng-NA,21,330,22782,22782,43670
9382,17253632,danger,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,93.664,94.527,s,Eng-NA,21,330,22782,22782,43669
9383,17253633,danger,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,289.932,291.404,s,Eng-NA,21,330,22782,22782,43662
9384,17253634,chosen,,,,declarative,eng,-2147483648,1,36,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,391.951,393.155,s,Eng-NA,21,330,22782,22782,43659
9385,17253635,taco,,,,declarative,eng,-2147483648,1,40,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,211.891,213.045,s,Eng-NA,21,330,22782,22782,43653
9386,17253636,soup,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,214.789,215.944,s,Eng-NA,21,330,22782,22782,43671
9387,17253637,deck,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,158.53,159.137,s,Eng-NA,21,330,22782,22782,43658
9388,17253638,super,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,120.743,121.666,s,Eng-NA,21,330,22782,22782,43665
9389,17253639,shepherd,,,,declarative,eng,-2147483648,1,40,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,146.898,148.114,s,Eng-NA,21,330,22782,22782,43654
9390,17253640,cube,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,111.452,112.557,s,Eng-NA,21,330,22782,22782,43664
9391,17253641,tail,,,,declarative,eng,-2147483648,1,42,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,193.544,194.618,s,Eng-NA,21,330,22782,22782,43652
9392,17253642,duke,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,212.028,212.703,s,Eng-NA,21,330,22782,22782,43668
